users,tweets,target
Depressed1278, fake smile dri eye scratch wrist bruis thigh white pill rope tide gun load suicid,2
Depressed1278, you were right to call me unstabl im a walk fuck disast,2
Depressed1278, dear mom im sorri i couldnt make you ani prouder of me im sorri i didnt turn out the way you want me to be im sorri im a disappoint to you,2
Depressed1278,am is when i loos all control when i beg for my razor when i clench my hand in to fist to tri to stop them from shake when i curl up in a ball to muffl my sob and my shake bodi still as i canam is when i silent shatter behind close door and tri to stay aliv,2
Depressed1278, where all in the same game just differ level deal whit the same hell just differ devil,2
Depressed1278, no one realli care until someth dramat happen,2
Depressed1278, everyon ha scar that they dont want to talk about mine are just on my bodi as well as in my head,2
Depressed1278, i am get realli bad again i actual dont know whi peopl like me my parent fight al the time and my dad wa hit my mom and i realli dont know what to do i am just a big mess and i am in the way of everyon,2
Depressed1278, you dont have to tell me i am worthless trust me i alreadi know,2
Depressed1278, i stop talk about how i felt becaus i knew no one care anyway,2
Depressed1278, sorri for be so fuck up sorri for be such a failur sorri for be a disgrac sorri for be me,2
Depressed1278, amaz how much long sleev and a fake smile can hide,1
Depressed1278, mayb thats it we eventu go numb becaus you cant break a heart that alreadi broken,1
Depressed1278, you just keep go and go until you crash and cri about everyth and anyth at all,2
Depressed1278, i kill someon you see i kill the girl who use to be me,2
Depressed1278, she say shes fine but shes go insan she say she feel good but shes in a lot of pain she say its noth but its realli a lot she say shes okay but realli she is not,2
Depressed1278, you smile but you wanna cri you talk but you wanna be quiet you pretend that you are happi but you arent,2
Depressed1278, peopl dont die from suicid they die from sad anonym,2
Depressed1278, the worst feel is want to cri but have to hold it becaus your in public,2
Depressed1278, she final let go of her fake smile and tear slowli roll down her face as she whisper to herself i dont want to be me,1
Depressed1278, my biggest fear is that eventu you will see me the way i see myself,2
Depressed1278, wil could ever love the girl with scar,2
Depressed1278, the loneliest moment in someons life is when they are watch their whole world fall apart and all they can do is stare blankli,2
Depressed1278, youre afraid to tell peopl how you feel becaus it will destroy them so you buri it deep insid yourself where it destroy you,3
Depressed1278, i hate it when peopl tell me tojust be happiso you think i chose tojust be depress ,2
Depressed1278, fake friend are like shadow they follow you in the sun but leav you in the dark,2
Depressed1278, most girl my age have a pretti face i just have scar,2
Depressed1278, have you ever laid on your bed at night and cri becaus youre not good enough count all your flaw and felt wors about yourself and just felt to ugli and alon,2
Depressed1278, the fault the blame the pain still there im here alon insid of thi broken home broken home,3
Depressed1278, stop ask me to trust you when im still cough up the water from the last time you let me drown,2
Depressed1278, i never know how to handl sad cri make me feel stupid,1
Depressed1278, when cancer take a life we blame cancer depress is a diseas dont blame the victim for lose the fight,2
suicidalconcept, let the dark consum me,1
suicidalconcept, eras my exist no one will notic,3
suicidalconcept, i thought i got better in realiti it becam wors than it wa befor,2
suicidalconcept, the voic in my head just wont shut up,2
suicidalconcept, im fine im just tire it just my allergi someth got into my eye im realli fine,3
suicidalconcept, they say to not compar yourself on social media but it hard to not when you look the way you do and the mirror is just right there,2
suicidalconcept, im so useless i should just die,2
suicidalconcept, there are no word for the pain of feel so unwant,2
suicidalconcept, my mind is tell me to end it all,1
suicidalconcept, be ignor just make me feel like i shouldnt be here,2
suicidalconcept, everyth a blur to me now,1
suicidalconcept, no motiv for anyth anymor,1
suicidalconcept, mayb one day ill find the courag to actual do it,1
suicidalconcept, new year anxieti is still here,1
suicidalconcept, you cant understand if you never had to experi it befor,3
suicidalconcept, tire of be aliv,1
suicidalconcept, i feel so alon as alway,2
suicidalconcept, still depress,2
suicidalconcept, there alway no one when i need someon,1
suicidalconcept, at that point where no shit are given,2
suicidalconcept, just want to not care and move on,2
suicidalconcept, when your so tire but you just cant sleep,2
suicidalconcept, talk to wall,2
suicidalconcept, i dont belong here,1
suicidalconcept, stare at the ceil and wonder how i can end it all,1
suicidalconcept, sometim it hurt so bad you cant breath,2
suicidalconcept, just admit it no one want me,1
suicidalconcept, i feel uglier and uglier everytim i see a reflect of myself,2
suicidalconcept, i know im irrelev,1
suicidalconcept, have you ever stood in the shower had a break down and then walk out like noth happen,2
suicidalconcept, mirror mirror on the wall who is the ugliest of them all me,2
suicidalconcept, i hate myself so much,2
suicidalconcept, i feel so suffoc,2
suicidalconcept, isol thi is not new to me,1
suicidalconcept, when it hurt so much all you can do is lie there and stare at the ceil,2
suicidalconcept, just becaus it wasnt shown doesnt mean it didnt hurt,1
suicidalconcept, itll be okay stay strong even if you feel everyth fall apart,2
suicidalconcept, drown,2
suicidalconcept, i want to disappear,1
suicidalconcept,ha been realli dread so far,2
suicidalconcept, i just want to isol,1
suicidalconcept, i draw and draw and draw to distract me from the pain im feel,2
suicidalconcept, everytim,1
suicidalconcept, youll never understand the pain i felt,1
suicidalconcept, same shit over and over again,2
suicidalconcept, notokay,1
suicidalconcept, breath but not live,1
suicidalconcept, i just want to leav but im too broke to go anywher,1
suicidalconcept, they promis not to leav but they left,1
suicidalconcept, noth i do is ever good enough huh even for you,1
suicidalconcept, sorri for be a burden,3
suicidalconcept, i cant stop the suicid thought and one day theyll take over,2
suicidalconcept, if i could say it i would but the word just cant seem to come out,1
suicidalconcept, overthink more overthink even more overthink no sleep,2
suicidalconcept, no motiv for anyth,1
suicidalconcept,,2
suicidalconcept, everytim i trust someon they alway break that trust,2
suicidalconcept, it hurt to see her be at the top of your list other than me but then again isnt it alway,2
suicidalconcept, empti just pure empti,2
suicidalconcept, your better off without me the thought of it is pain but it the truth,2
suicidalconcept, everyon is better off without me,2
suicidalconcept, cross road and hope some car would run me over,2
suicidalconcept, even someon who claim they love me ignor me be it text or facetofac that just how irrelev i am,3
suicidalconcept, appar my presenc is not need i mean im invis to you anyway,3
suicidalconcept, high expect just lead to bigger disappoint,1
suicidalconcept, thi world would be better off without me,2
suicidalconcept, invis that what i am to everyon,1
suicidalconcept, too tire to even breath anymor,1
suicidalconcept, i just dont want to stay here anymor it not like anyon would notic if im gone,1
suicidalconcept, i just want to burst into tear but i got to hold it back and fake a smile,3
suicidalconcept, they will onli treasur the time they spent with you when your gone otherwis your taken for grant,2
suicidalconcept, i just want to disappear and never come back it not like anyon need me anyway,1
suicidalconcept, i just cant trust,2
suicidalconcept, they told you they understood that your depress but time and time again they found it depress and told you that you need to be happi so im guess theyd rather have the fake happi you,2
suicidalconcept, ye i do hate myself and i dont need you to remind me,2
suicidalconcept, am thought your gonna kill me one day,2
suicidalconcept, my brain just cant shut up,1
suicidalconcept, you can never pleas everyon,1
suicidalconcept, i feel so alon i am alon,2
suicidalconcept, ill just push you away and youll leav eventu,1
suicidalconcept, realiti check avoid social media becaus it is distract and stuff just make me feel alon,2
suicidalconcept, numb,1
suicidalconcept, peopl onli cri when your gone and take you for grant when your not,2
suicidalconcept, youll just say your just feel down,2
suicidalconcept, i need to stop eat,2
suicidalconcept, feel so numb,2
suicidalconcept, the more i know i hurt you the more ill push you away,2
suicidalconcept, new year new problem,1
suicidalconcept, lie down stare at the ceil for hour,2
suicidalconcept, i get whi you dont want me i wouldnt want me either,2
suicidalconcept, im so tire of thi bullshit,2
suicidalconcept, my thought are so loud,1
suicidalconcept, sometim youll just let the tear flow while you stare at the empti ceil,3
suicidalconcept, am toxic thought,1
suicidalconcept, you dont need me dont lie to me,2
suicidalconcept, i realli wish you care enough to notic that im not okay,2
suicidalconcept, brain just stop think heart pleas stop feel,2
suicidalconcept, pleas get it out of my head,2
suicidalconcept, ill never be better ill never get better,2
suicidalconcept, insomnia my best friend,2
suicidalconcept, the voic theyr so loud that i cant sleep,2
suicidalconcept, i push everyon away it what i do i cant help it i just hate me,2
suicidalconcept, the feel of actual feel your heart break snap and shatter into a million piec onli to feel numb afterward but it fine right as alway,2
suicidalconcept, wast of space i want to stop exist,1
suicidalconcept, mayb to you i exist i stand right in front of you but to me im not my mind isnt what you see is just an empti vessel im never there you just didnt notic,3
suicidalconcept, everyon describ me as happygolucki if onli you knew but i wouldnt want you to enter my mind youll lose just like i did,2
suicidalconcept, word are just word,1
suicidalconcept, no matter how i tri to be posit ill go back to be the neg and depress me it never work,2
suicidalconcept, pleas stop the pain,2
suicidalconcept, everyon just leav you to die until they need you for their benefit,2
suicidalconcept, everyth is go to shit,2
suicidalconcept, everyday,1
suicidalconcept, i sleep a lot to escap from the pain thought,2
suicidalconcept, invis to everyon,1
suicidalconcept, sleepless night,2
suicidalconcept, tire from everyth,1
suicidalconcept, i need to feel the pain,2
suicidalconcept, honestli everyth point to death itll make thing easier for everyon when im not around,2
suicidalconcept, liter no one is ever there for me,1
suicidalconcept, word dont mean shit to me not anymor,2
suicidalconcept, you saw what i did but you never ask whi and you said you care when someth actual happen to me you didnt even tri to stop me you just watch and let it happen to me even though you know i couldnt stop it,2
suicidalconcept, you need to understand but you dont,3
suicidalconcept, i dont trust,2
suicidalconcept, i want to forget,1
suicidalconcept, im invis toward everyon,2
suicidalconcept, im alway the second choic,1
suicidalconcept, i know im gain weight that what happen when the thought hit you and you lose motiv,2
suicidalconcept, if youv bother you would have seen my pain,2
suicidalconcept, everyth is shit,2
suicidalconcept, i tri so hard until one day i stop tri,2
suicidalconcept, i deserv thi pain it my fault alway is alway will be,1
suicidalconcept, we are there for the peopl around us becaus we know what it feel like to feel that way and we dont want them to feel the way we do,2
suicidalconcept, where is everyon when i need them ive been there for everyon becaus i know what it feel like to be alon to have no one but no one is ever there when i need them,2
suicidalconcept, everyon think im so happygolucki becaus i laugh and smile all the time and they think im so strong and i can handl it but honestli i cant im not strong enough and i just cover it up it alright no one need to know becaus they dont care,2
suicidalconcept, ive master smile through the pain,2
suicidalconcept, pleas take the pain away,2
suicidalconcept, yep not import to anyon at all just onli when they need me i becom their first choic,1
suicidalconcept, mental physic exhaust,3
suicidalconcept, i cant sleep im so tire but i just cant,2
suicidalconcept, lost as alway,3
suicidalconcept, but you see no one understand,3
suicidalconcept, onc you hurt me ill never forget,2
suicidalconcept, i cant even step out of the hous without panick becaus of anxieti,2
suicidalconcept, it better i stay away dont want to be a burden to anyon,1
suicidalconcept, i push everyon away becaus i know they dont need me,1
suicidalconcept, im numb to the pain,2
suicidalconcept, forc word out of me isnt go to help it just make me build my wall higher,2
suicidalconcept, i hate when peopl stare,2
suicidalconcept, the voic in my head are get louder,2
suicidalconcept, the reason i smile when im sad is to keep the wall around me from crumbl,2
suicidalconcept, pleas stop pretend to care im sick of your act,2
suicidalconcept, never again,1
suicidalconcept, i just want to end it,1
suicidalconcept, sorri i exist,3
suicidalconcept, oh right my fault again,3
suicidalconcept, no one want me,1
suicidalconcept, im an outcast everywher i go even with my friend i feel left out and all i can do is smile and pretend like im into the convers when realli im be ignor,2
suicidalconcept, yeah ill be here alon in the dark drown,2
suicidalconcept, anxieti strike again,1
suicidalconcept, i dont belong here i shouldnt exist,3
suicidalconcept, im just a toy peopl use and throw when theyr bore with me,1
suicidalconcept, no one wa there for me when i wa there for them,1
suicidalconcept, whi would anyon love me anyway,3
suicidalconcept, im the least of your prioriti i know im worthless,2
suicidalconcept, it sad how someon who youv seen onc or twice in school decid to take their own life and it affect you becaus you know the feel of be stress out helpless and alon and you cant do anyth about it,2
suicidalconcept, anxieti make me breathless lol,1
suicidalconcept, tire from everyth,1
suicidalconcept, im tire of be ignor but it just cant be help im worthless,2
suicidalconcept, when peopl point out your flaw and all you can do is laugh it off and act like it not affect you,1
suicidalconcept, they ignor you yet question when your silent,1
suicidalconcept, no one is ever there for me but they expect me to be there for them,3
suicidalconcept, everyon is get tire of me so am i,1
suicidalconcept, whi do i exist,3
suicidalconcept, stare into space seem more interest than listen in class,2
suicidalconcept, scream on the insid smile on the outsid,3
suicidalconcept, youll never understand the empti feel insid me,1
suicidalconcept, it clear that i dont belong here im just a nuisanc,1
suicidalconcept, drown yet no one can see,2
suicidalconcept, look in the mirror and there not one thing i like to see,1
suicidalconcept, so use to be ignor but it so pain everytim it make me feel like im not worth the time which i guess im not,2
suicidalconcept, i tend to push everyon out of my life,2
suicidalconcept, i feel so alon in a citi full of peopl,2
suicidalconcept, that empti feel in me stay,2
suicidalconcept, the year of be alon,1
suicidalconcept, im use to it,1
suicidalconcept, i dont feel the need to open up to anyon anymor,2
suicidalconcept, fall apart,2
suicidalconcept, even tear cant fall now i feel noth i feel like noth im useless,2
suicidalconcept, my wall just keep get higher and higher block everyon out,2
suicidalconcept, im so tire of everi singl thing,1
suicidalconcept, that empti feel i cant get rid of,2
suicidalconcept, im at that point where i dont need anyon or rather no one need me,1
suicidalconcept, im a burden,3
suicidalconcept, i cant do thi ani longer,1
suicidalconcept, i dont belong here no one disagre,1
suicidalconcept, everyon is just too busi for me i guess im not worth their time,1
suicidalconcept, walk on the road not bother to look left or right anymor,1
suicidalconcept, they pretend to understand you,1
suicidalconcept, fire are beauti from far howev like me come ani closer and youll get hurt,2
suicidalconcept, no one would notic if i disappear,1
suicidalconcept, it so pain to be aliv,2
suicidalconcept, dont worri im just tire,1
suicidalconcept, everyon leav you alon and wonder whi you push them away realli,1
suicidalconcept, im not lazi im just too scare to even breath,2
suicidalconcept, ever felt so alon you might as well just die,2
suicidalconcept, school is start and my anxieti is at it peak,1
suicidalconcept, happi new year anoth year weve surviv,1
suicidalconcept, i have anxieti about almost everyth,1
suicidalconcept, relat,1
suicidalconcept, i dont want to feel anyth,2
suicidalconcept, it hurt so bad,2
suicidalconcept, insomnia take over,2
suicidalconcept, everyon is too busi for me i guess im not import as alway,1
suicidalconcept, no one want me here i dont belong im worthless,2
suicidalconcept, one blade a day keep the thought away,2
suicidalconcept, im slowli lose it,2
suicidalconcept, it so loud in my head,2
suicidalconcept, it hurt so bad but all i can do is lie there and do noth,2
suicidalconcept, sometim i dont even know what to feel anymor it just blank,2
suicidalconcept, slowli push everyon away,1
suicidalconcept, you dont know when i fake it,1
suicidalconcept, sleep is my onli escap but how do i sleep when the thought are keep me awak,2
suicidalconcept, when im alon in a room so silent the demon insid me come out to play,2
suicidalconcept, peopl chang dont expect them to be the same person you knew year befor,3
suicidalconcept, i feel so dead on the outsid and insid,2
suicidalconcept, im not import to anyon im noth,1
suicidalconcept, dear diari i dont want to live anymor,1
suicidalconcept, overthink,1
suicidalconcept, i care too much befor now i dont,2
suicidalconcept, i need to feel the pain again just to know im aliv,2
suicidalconcept, everyon doe the same it just all talk no action until someth happen,2
suicidalconcept, mental and physic drain,1
suicidalconcept, music ha alway been there for me when no one ha,1
suicidalconcept, sick of everyth and everyon,2
suicidalconcept, i may look perfectli normal on the outsid but my mind is fill with thought that destroy me from the insid,3
suicidalconcept, you help them when they need you but when you need them where are they,2
suicidalconcept, dont miss me when im gone becaus you never did when im not,1
suicidalconcept, the way im feel right now i might as well just be dead,2
suicidalconcept, im so tire but i just cant sleep,2
suicidalconcept, most thing are easier said than done,1
suicidalconcept, push everyon away to not get hurt again,2
suicidalconcept, i feel so suffoc at home and yet it where i feel the safest,2
suicidalconcept, we all die alon anyway,2
suicidalconcept, i look at everyon around me and constantli compar myself to them i lose everytim,2
suicidalconcept, if you think for a second that they care they dont,2
suicidalconcept, constant thought of die,2
suicidalconcept, i have to feel the pain to feel aliv,2
suicidalconcept, it hurt so bad and yet i have to keep a smile on to prevent more question ask,2
suicidalconcept, cri silent and no one notic a thing,1
suicidalconcept, the pain i feel keep me aliv,2
suicidalconcept, not look both way anymor when i cross the road,1
suicidalconcept, im not a prioriti sinc the begin,1
suicidalconcept, just push everyon away becaus they will eventu leav you anyway,1
suicidalconcept, you thought i wa okay but i wasnt,1
suicidalconcept, sit alon let the thought flow through my head like an endless stream,2
suicidalconcept, leav me alon if you have noth nice to say,3
suicidalconcept, sometim the sudden sad overcom you in an instant,2
suicidalconcept, etern sleep,2
suicidalconcept, everyth chang and happi wont last,1
suicidalconcept, what the point of do it if no one appreci it,1
suicidalconcept, everyon start care when it too late,2
suicidalconcept, everyth is a mess,1
suicidalconcept, the more i go on the less i care,2
suicidalconcept, i can tell when your lie straight to my face,2
suicidalconcept, just fake a smile and they will think that your fine,1
suicidalconcept, noth is how i am to everyon,1
suicidalconcept, how no one ever listen to you eventu make you feel alon and suicid,2
suicidalconcept, my opinion doesnt even matter to anyon anymor im alway invinc,1
suicidalconcept, i dont need you to point out my flaw for me i see them myself,1
suicidalconcept, look in the mirror all i see are my imperfect,1
suicidalconcept, constant thought of suicid,1
suicidalconcept, when they tell you to sleep but it not like you dont want to you just cant,2
suicidalconcept, even befor i eat i feel fat,2
suicidalconcept, cant be perfect will never be perfect,1
suicidalconcept, if i were to disappear i wont wast anyon time money and space,1
suicidalconcept, just fake a smile that all i need to do to fool you,1
suicidalconcept, i need to disconnect from realiti,1
suicidalconcept, everyon hate me i know i hate me too,2
suicidalconcept, emot drain,1
suicidalconcept, when you feel like the whole world is against you,2
suicidalconcept, nobodi truli care until you make a mistak,2
suicidalconcept, you dont have to indirectli tell me that im fat i know i am,1
suicidalconcept, insomnia over think numb,2
suicidalconcept, everyon who enter my life leav anyway,2
suicidalconcept, it danger in my mind,1
suicidalconcept, the word replay in my head punctur my heart,2
suicidalconcept, look in the mirror i see someth i hate the most my face,2
suicidalconcept, they think if i look happi i am fine,1
suicidalconcept, that pain in your chest in which you feel emot and physic,2
suicidalconcept, if im not hurt myself i end up hurt those around me,2
suicidalconcept, as ugli as alway,1
suicidalconcept, theyr so use to you that they think noth is wrong anymor your just an attent seeker to them,2
suicidalconcept, you wont understand the pain unless youv felt it,1
suicidalconcept, everyon act like they care but they dont,2
suicidalconcept, that unexplain feel of be alon and feel like i dont belong,3
suicidalconcept, thi is what happen,1
suicidalconcept, mayb everyon life would be better if i just disappear,2
suicidalconcept, suicid thought everyday,1
suicidalconcept, it true that peopl onli care if your pretti or die,2
suicidalconcept, they tell you suicid is not the onli option but made it seem like it is,2
suicidalconcept, peopl who look happi are often the saddest,2
suicidalconcept, i just cant control it,1
suicidalconcept, they say that they care but do they realli didnt think so,2
suicidalconcept, mental and physic exhaust,3
suicidalconcept, im wear a mask everyday and yet you cant see it,1
suicidalconcept, experienc pain so much put on a smile is noth,1
suicidalconcept, peopl turn emotionless and cold after be hurt so as to not get hurt ever again,2
suicidalconcept, are you okay you must not know what go on in my mind,1
suicidalconcept, dont pretend to know me when you dont,2
suicidalconcept, they say that they care but in the end it all for show,2
suicidalconcept, i may smile but it hurt so much wors of all you wont even know,2
suicidalconcept, i sleep to escap from realiti and all the thought that haunt me it not becaus im lazi,2
suicidalconcept, i tri but as alway i fail,1
suicidalconcept, useless worthless depress,2
suicidalconcept, they ignor you when your not import but when you are they act like theyv known you forev,1
suicidalconcept, i may act normal on the outsid but im scream insid,3
suicidalconcept, you look happi well look closer,2
suicidalconcept, your the one who caus me to build my wall up dont blame me for not let you in,3
suicidalconcept, i want to escap from realiti,1
suicidalconcept, i just want to sleep forev and never wake up,2
suicidalconcept, social anxieti kick in anytim anywher suddenli,3
suicidalconcept, i open up to you instead you think im fake and seek attent,1
suicidalconcept, you dont know how it feel like until youv experienc it,1
suicidalconcept, my heart drop as you said those word make my wall build up onc again,1
suicidalconcept, those word replay again and again in my mind but it didnt matter to you,2
suicidalconcept, the word they think didnt hurt wa like a stab to my heart,2
suicidalconcept, no expect no disappoint,1
suicidalconcept, hide it from you is easi youll never notic it anyway,1
suicidalconcept, everyon take blame on me what new,3
suicidalconcept, peopl who truli care for you will make time for you even with their busi schedul,2
suicidalconcept, there alway a yin in the yang the bad in the good,2
suicidalconcept, depress ha a way of come back to you even if you surround yourself with posit,2
suicidalconcept, have you ever felt like your heart is liter break into piec uncount,2
suicidalconcept, heart break that lead to heart pain,2
suicidalconcept, peopl never come to you when you need them they onli come to you when they need you,1
suicidalconcept, i guess it didnt matter to anyon,1
suicidalconcept, the demon haunt me day and night,2
suicidalconcept, parent alway complain about how i sleep too much if onli they knew that it wa my onli escap from the demon that haunt me,2
suicidalconcept, dont know what go on in someon head dont stab them with word,2
suicidalconcept, fall asleep fall apart,2
suicidalconcept, walk out and feel like everyon is stare and judg you,2
suicidalconcept, you cant fix a broken soul,3
suicidalconcept, ever felt like your heart is pound so fast you cant breath or walk and everyth is blur social anxieti,1
suicidalconcept, no one care until you tri to kill yourself then they pretend like they realli care but they just dont want to look bad,2
suicidalconcept, nobodi no one alon,1
suicidalconcept, the sadder we are the happier we smile,2
suicidalconcept, i never exist in anyon eye as someon special,3
suicidalconcept, you wont know how it feel until it happen to you,2
suicidalconcept, peopl will eventu leav me,1
suicidalconcept, the word they have said replay in my mind everi night,2
suicidalconcept, i take word to heart even if you dont realli mean it,3
suicidalconcept, overthink find a way to stop the voic but onc again it consum me,2
suicidalconcept, hurt word that you dont even mean may lead to depress for someon els,2
suicidalconcept, it alway feel like all eye are on me and i cant breath or walk,1
suicidalconcept, ever felt like no one care enough,2
suicidalconcept, those thought that made me consid if i should go on,2
suicidalconcept, drown you think your breath in air but realli your just die insid,2
suicidalconcept, broken ring shatter dream,1
suicidalconcept, so mani thing go through my mind,1
suicidalconcept, break down in the middl of the night,2
suicidalconcept, they throw you away when they are done use you,1
suicidalconcept, ever felt like you were alon alway,1
suicidalconcept, the word felt like a stab in the heart,2
suicidalconcept, broken to piec,3
suicidalconcept, loud music to cover the thought from enter my mind,1
suicidalconcept, anoth day of fake happi and smile,1
suicidalconcept, it back,1
suicidalconcept, suffer,3
suicidalconcept, left alon noth new,1
suicidalconcept, i doubt anyon would notic if i wa miss or dead,2
suicidalconcept, cant rememb the last time i wa happi it wa all fake,1
suicidalconcept, in a citi full of peopl and yet i feel so alon,2
suicidalconcept, laugh doe not mean im happi it just mean im hide the pain i feel insid,2
suicidalconcept, numb from the pain,2
suicidalconcept, cold,1
suicidalconcept, let the dark consum me,1
suicidalconcept, shut the world off,1
suicidalconcept, lock myself in depress,2
suicidalconcept, so cold it freez,1
suicidalconcept, everyon is tire of me,1
suicidalconcept, corner into the dark,1
suicidalconcept, no one want me,1
suicidalconcept, left all alon,1
suicidalconcept, littl did i know you didnt care,2
suicidalconcept, you cant break someon who is alreadi broken,1
suicidalconcept, painless death,2
suicidalconcept, just watch time go by like a blur,1
suicidalconcept, no one care huh guess i should have expect that,1
suicidalconcept, a stab pain in my heart and i feel so empti,2
suicidalconcept, it am and here i am again overthink,1
suicidalconcept, littl did you know it get wors,1
suicidalconcept, i wish i didnt exist i bet you do too,1
suicidalconcept, lone and cold noth new,1
suicidalconcept, treasur me when you need me and throw me when you dont need me,1
suicidalconcept, no one care anyway,2
suicidalconcept, look up to stop the tear from pour down,1
suicidalconcept, midnight overthink,1
suicidalconcept, sudden sad,2
suicidalconcept, your just say it out of piti,1
suicidalconcept, do you truli understand me i doubt it,3
suicidalconcept, to go and never come back,1
suicidalconcept, blur lost cold,3
suicidalconcept, lost soul empti mind,3
suicidalconcept, hurt insid laugh on the outsid,2
suicidalconcept, broken,3
suicidalconcept, im a failur,1
suicidalconcept, no one care about me now so whi will they when im dead,2
suicidalconcept, im nowher close to perfect,2
suicidalconcept, im never good enough,1
suicidalconcept, peopl onli come to you when they need you and abandon you when you need them the most,1
suicidalconcept, it is beyond my control,1
suicidalconcept, i shouldnt exist,3
suicidalconcept, do i even belong here,1
suicidalconcept, depress,2
suicidalconcept, i wonder what it is like to feel aliv again,2
suicidalconcept, lone within the citi full of peopl,1
suicidalconcept, you broke me dont expect me to stay the same,3
suicidalconcept, i am what you call the live dead,2
suicidalconcept, stuck in life,2
suicidalconcept, i doubt anyon would notic if i wa dead,2
suicidalconcept, do you think it will realli affect me ye it will,1
suicidalconcept, youll see who realli care for you in your time of need,2
suicidalconcept, you cant fix someon who broke so long ago,1
suicidalconcept, accident cut they dont hurt more than word,2
suicidalconcept, the numb consum me,1
suicidalconcept, everyon hate me,2
suicidalconcept, everyth is against me,1
suicidalconcept, life is not on my side,2
suicidalconcept, i laugh it off as if the word didnt hurt but it did pain,2
suicidalconcept, suicid thought keep come,2
suicidalconcept, look into my eye and tell me that im fine but im not,3
suicidalconcept, it get tire,1
suicidalconcept, i just want to avoid everyon,2
suicidalconcept, they just want to see you fall,2
suicidalconcept, no motiv no noth,1
suicidalconcept, fake smile that the onli thing im realli good at,1
suicidalconcept, no one is with me,1
suicidalconcept, stay strong they said but they dont even care,2
suicidalconcept, help other but not myself,2
suicidalconcept, it okay i wouldnt choos me either,2
suicidalconcept, i need someon to stay by my side but everyon seem to leav,1
suicidalconcept, no one understand me,3
suicidalconcept, regret regret,3
suicidalconcept, not do someth of my interest and i cant chang it,1
suicidalconcept, my life is mess up right now,2
suicidalconcept, i feel like ill never be happi again,2
suicidalconcept, whi is thi happen,1
suicidalconcept, i just cant stand the pain,1
suicidalconcept, push everyon away,1
suicidalconcept, lifeless,2
suicidalconcept, i feel so dead,2
suicidalconcept, nobodi would even notic if i wa dead what make you think they will when im aliv,2
suicidalconcept, i feel so left out even though there are so mani peopl around me,2
suicidalconcept, regret my decis,3
suicidalconcept, my vision is a blur right now,1
suicidalconcept, my friend dont know im suicid,2
suicidalconcept, shatter edit,1
suicidalconcept, ive lost so much,3
suicidalconcept, i feel so lone till it hurt,2
suicidalconcept, i feel so tire all the time,2
suicidalconcept, your fat get fatter oh my god youv gain weight and all i can do i laugh and smile although it hurt so much insid,2
suicidalconcept, i wonder if you still care with me act all happi,2
suicidalconcept, compar myself at everi chanc i get,1
suicidalconcept, social anxieti,1
suicidalconcept, i keep tell myself i dont need them but the truth is they dont need me,2
suicidalconcept, i dont exist in anyon eye unless they need me,3
suicidalconcept, there no need to piti me,1
suicidalconcept, drown or rather drown,2
suicidalconcept, id rather be dead,2
suicidalconcept, no one care we all depend on our own,2
suicidalconcept, theyr just ask for the sake of ask they dont realli care at all,2
suicidalconcept, some say im a happygolucki person ill never have depress but im just good at act happi and put on a fake smile,2
suicidalconcept, dear me no one want you,1
suicidalconcept, depress happen anytim anywher,2
suicidalconcept, im not surpris when peopl leav me they alway do alway,1
suicidalconcept, im honestli so close to break,2
suicidalconcept, you should be with someon better,2
suicidalconcept, i mean whi would you look at me im ugli,3
suicidalconcept, where is anyon when i need them,1
suicidalconcept, you dont have to lie to me i know im not good enough,2
suicidalconcept, im not who you want,1
suicidalconcept, i dont need you to tell me what i am becaus i know that im noth,1
suicidalconcept, when i have to smile and act like it alright when my famili say im get fatter,1
suicidalconcept, sometim i feel like it me against the world,2
suicidalconcept, worthless damag ugli,2
suicidalconcept, i can be happi one moment and sad the next,2
suicidalconcept, onc again overthink,1
suicidalconcept, the cycl of not be abl to sleep everi night,2
suicidalconcept, will you miss me when im gone doubt it,1
suicidalconcept, they say they understand my pain but honestli they just dont care,2
suicidalconcept, i feel worthless all the time,2
suicidalconcept, insomnia,2
suicidalconcept, alon still alway,1
suicidalconcept, no mood for anyth,2
suicidalconcept, where is everyon when i need them oh let me guess they are busi,1
suicidalconcept, they onli come to me when they need me,1
suicidalconcept, i hope it rain,2
suicidalconcept, pretti girl get everyth huh i guess that whi i have noth,2
suicidalconcept, the onli thing that is there for me,1
suicidalconcept, dont miss me when im gone,1
suicidalconcept, i wonder if anyon still care,2
suicidalconcept, im never posit you just never saw through me,1
suicidalconcept, alway overthink,1
suicidalconcept, endless night,1
suicidalconcept, i dont need to be constantli remind that im better off dead,2
suicidalconcept, yep call me fat it so funni,3
suicidalconcept, no one truli understand me,3
suicidalconcept, lie lie lie,2
suicidalconcept, fail,1
suicidalconcept, suicid,1
suicidalconcept, im almost at my limit,1
suicidalconcept, i might have to kill myself to kill the demon insid,2
suicidalconcept, constantli overthink,1
suicidalconcept, i wish i wa prettier for you,2
suicidalconcept, youll regret be with me,3
suicidalconcept, dont love me im ugli pathet and useless,3
suicidalconcept, im not good enough,1
suicidalconcept, im ugli,1
suicidalconcept, the empti feel in my chest,2
suicidalconcept, overthink at everi hour at everi minut and everi second,1
suicidalconcept, im worth noth,1
suicidalconcept, i just cant stop compar myself to other theyr so much better than me,2
