id,tweet,hs_label
4441,والله الفشله وقله الحياء الا الان ترند اعقلن يبنات جعلتس للذهاب انتي واياها,0
4442,الحين الشباب قايمين البنات ليش خاقين المز طيب نسيتو بنت ترامب صرتو خرفان خرفان حطو شيلات,1
4443,اقول لقيتك وجه,0
4444,عباس رضي الله قال قال رسول الله صلا الله وسلم دين خلقا,0
4445,المفروض ولد مرتبط ينزل صوره حبيبته واكثر وحده تكرر نسويلها جلد وتفقيع وجه,0
4446,روح اساله,0
4447,تجنن نايمه خير هاذي حالاتها حلوه,0
4448,انا ضد اللي سووه  اهون تتجمعون وحده تبيع تتجمعون حليمه ترسلون صوركم,0
4449,خطر,0
4450,مخك عباره مجموعه بلوعات,0
4451,الف الف مرحبا مي نتوما ممنوع,0
4452,ترامب دفع الف دولار لنجمه افلام اباحيه تردد انها اقامت علاقات جنسيه ترامب توليه منصبه بيان نشرته وساءل اعلام امريكيه استخدم امواله الشخصيه لتسهيل الدفع السري فلوس الخليج وسلمانكو البقره الحلوب,1
4453,انهم جنود ورجال الامارات,0
4454,جماله عادي اقل عادي البنات مو شايفين خير,0
4455,طفا الجوال وتوي اطلع المحاضره,0
4456,ثواني يا شباب ونازلكم,0
4457,كملوها ووزعوا هالكتب هالهاشتاق ذكرني بالمحاضرات اللي يخلونا نسمعها ايام المدرسه الشموس,0
4458,ياكذبتس الحين انتي صقعتيني براسك وانتي تعورتي,0
4459,ولاد عبد الناصر مليارديرات ولاد السادات مليارديرات ولاد مبارك مليارديرات ولاد الوسخه واقفين يهتفوا للعسكر,5
4460,الله اكبر اش هالتاق,0
4461,زباله,0
4462,الحيوانات وشبها ماغلطت السعودي ياما للعنه,1
4463,هتشل يا توتو خلاص انا بنهااااار,0
4464,روح شريفه ليه تروح غزوكم وسط ديرتكم,1
4465,يا بت اطير رقبتك,0
4466,وينهم امريكا النفط  السعوديه النفط كانت بتعاني مجاعه مافتكرت بلاش عبوديه,1
4467,القصيم كمان غبار,0
4468,الله ياخذ الحق,0
4469,السلاح,0
4470,اي مصريه ماتلعب جلدتني مالت,0
4471,استفررااغغ,0
4472,يعني اللي بياخذك خبيث زيك هههه,0
4473,ههههههه لانها ماغدرت شريفه تقتل اخواننا السنه برضو شريفه الله لايبلانا,2
4474,زين الاقل يسولفون سفرات وفلوس مو باعراض الناس شفت فلانه الي بيتهم المنطقه الفلانيه كنت اعرفها,0
4475,وانا,0
4476,يا ثقل دم بنات المتوسط الثانوي,1
4477,بوه طرق مابه رجعه يعني اذا مشينا مانقدر نرجع نقدر نوقف مابوه طريق نكمل متعب لين نوصل نهايه ونتعلم الطريق الزفت عد نمشي,0
4478,اول خطوه بكسر اخوك واروضه قوتي واشقق خرقه شقق بحد ماخنثه واديثهه اخليك تنيكين وتناكين اخوك ريتويت,0
4479,الصخب عموما,0
4480,طيب مو الحين,0
4481,ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبه النساء ويجيك واحد يقول ابي وحده تفهمني خل تفهم بالاول,1
4482,والمساعدين عادل نوار عثمان ابوبكر مالي,0
4483,الظاهر اني رح اتاخر المحاضره اللي اصلا صاحي بدري عشانها حياه زي الفل شاء الله,0
4484,اقول تركي بعر وربعك والذباب الالكتروني دليم الفلس جعلك تفدا قطر وثرا ارجيل اميرها تميم المجد وشعبه يا الضفعه المتوت نعمه الله باذن الله تعالا كاس العالم فقطر,1
4485,وووووووعععععع الله يقرفهم,0
4486,اكره اقوم اخوي الصغير للمدرسه تكون الغرفه بارده ومتمسك بالبطانيه انا اسحب يسحب يع اطفش اقوم العيال مره نومهم ثقيل وربي ارحمه ودي اقول غيييب مايصير,0
4487,تسمحيلي وشو,0
4488,يا فندق,0
4489,سنه نظيفه المنافقين والصحبه باذن الله,0
4490,مشهور,0
4491,يا امه ضحكت من جهلها الامم,1
4492,احقرها,0
4493,انتو منو دازكم اليوم,0
4494,هوا كدا يبقا انا الوحيد تقريبا الا تويتر الا لسه منزلتش مصطفا قمر جيلكو ياشويه مترحمونا بقا,0
4495,حالتك صعبه تقلع,0
4496,السكاشن,0
4497,متكنش حضرتك عامل اكونت باسم انا الشبح وتدخل تقولي مش عارفني اخص,0
4498,الووو انت احسن واحد لانك ماين سومبرا,0
4499,اسال الله بحوله وقوته يحفظ دينه يكفيه شر فتنه النساء الله يرزقه بالزوجه الصالحه اللي تفسح قلوب اللي صورنه فسح هول الصدمه تجيهن سكته سءال للبنات اللي يصورونه فتح غطايه الصرف صحي وخرجكن اش الرخص والقرف اللي,1
4500,حقيقي مببقاش عايزه اسالك كتير اعمل ايه حاجات كتير ببقا عايزه اعرفها,0
4501,اللي بيحب النبي يضرب,0
4502,انت قادر البعاد قربت ليه يا حبيبي,0
4503,هطلع برنامج,0
4504,كذب,0
4505,طيب واحنا اللي مالنا مكان احنا اللي ارسلنا قلوبنا اشكال والوان اللي دا دروا,0
4506,ريتويت احححح عجبك ريتويت,0
4507,خلاص انكتمو,0
4508,تقديرات وحشه وكانت حاجه خرا,0
4509,يحوول قبر واليوم جنازه,0
4510,يعني هيبقي عريس ناكل جاتوه دا حتي ظلم,0
4511,اختصرها,0
4512,شعب غريب يدخن ب الحمام ويبول ف الشارع,1
4513,والنعم فكرت ابيع كليجا خايف الاسبانيات يخقون اجمل الله يعين اللي يشتهر بنات ايامه تعيسه,1
4514,الله يحشرك سوا فالجنه او النار والنار اقرب والله اعلم,0
4515,خبر عاجل الرياض غبار شديد اليوم الاثنين,0
4516,طب قومي البسي علشان بكدا مش هنلحق حتي باص,0
4517,يااااوك ياصوتها ليتني ماشفت المقطع,0
4518,تعلم الموفد الوهابي وصل لبنان قادم للنباح ضد حزب الله اسبوعين تم تركيز البيت الاسود لبنان بزياره معاون وزير الخارجيه ساترفيلد استمرت تعلم سفيرا منحاز ضد حزب الله تعلم علاقه سريه سوريه,1
4519,حشا قصاب ماشيه وسكينها معاها,0
4520,حداااك الوقت حولهاا وازهل الموضوع وابشر بالسعد مسااءياات,0
4521,النوم عجزت انام,0
4522,لحول شوهتو صوره باءعه الكبريت الا كنت راسمها وانا صغير ببايع الكليجا,0
4523,كششششششششش,0
4524,شكلك شفت التشكيله يا خطاب الخطه الغريبه البدا بيها,0
4525,ارزقه الله بنعيميات بلدي,0
4526,يابقعا صووعيه الصبح صبحتك يابعيد اصطلخوو جلدك,0
4527,الجو مش بيمطر يوم الحد بالليل ليه بجد يعنا بيعرف منين ان دا يوم السكاشن بتاعا وبروح بالبالطو مغسول ومكوا وزا الفل عشان يتوسخ اوصل ويبقا زفت ماهو مش اسبوع هشترا بالطو,0
4528,عم متقولش لحد,0
4529,تغير المسار,0
4530,جونغجين متحمل ييسونغ انا منننننننن زماااان كفخته قال هيونغ قال,0
4531,منهي مادخلت استغفر الله صور مقززه,0
4532,الصوره دا بتقتلني,0
4533,يعني اقول هالشي يمووووووت لازم يجيني هالسءال وش قصدك حلو شين يعني تتوقعون شي شين باخذ وبقولك انه يموت,0
4534,بخليهم يفغصونك,0
4535,قدمت الاكل وقالت قل بسم الله ياكلوا الجن قال طبخك والله مايقربه جني,0
4536,بالعكس نوع انواع المداعبه,0
4537,اكبر مقامك,0
4538,هيه,0
4539,قمه بالسخافه الحمدلله والشكر الله يقطع الخفه اللي شفتو خيير قطع اثقلي انتي وياها,0
4540,وش دخل العوارض,0
4541,سالفتك ميته وجهك,0
4542,اصلا مش مهم بيعرف قديش سعر ربطه الخبز ببلده المهم وبيعرف ياخد سيلفي ويقول خليكن,0
4543,مبطولش اخر حبلين غسيل افضل اتشعبط زي المتخلفين البلكونه,0
4544,منجد الف,0
4545,الاعمال بالنيات يا اخا نصفا نفوسنا لان التوبه اسعارها فشخت المواطن الغلبان اللا اقصا امله يزور بيت الله,0
4546,الديد الساار,0
4547,رقدوا الليل مشوها بوس,0
4548,الشبك الشبك الشبك ياحمير الحمارين لاتنهق يالكذبه ازعجت القروووود,0
4549,اشعر بالاشمءزاز والغثيان اتذكر سليطين الطرطور يريدونه يكون حاكما ل قطر نستبدل ادن,1
4550,اكيد صعبه وبعدين حنا فاشلين بالتيفو,0
4551,ياربي الصباح تطلع بوجهي ناس تقول شيخه حشي فيني,0
4552,جمهور اصلن نصهم يشجعون الوحده ياااااا طحلب,3
4553,قلبنا يابنت خلينا حلوين يعني انتم وش يجملكم الميك اب,1
4554,الخير,0
4555,نكت العرب قديما لبن وتمر تمر ولبن ويضحك الجميع ويعم السرور الحمد لله انهم ماتوا,0
4556,ياربي شعور انك تكره احد مرض اشيل هالشخص حياتي,0
4557,ماتدري وش الفرق,0
4558,صادقه يرجعونك الاعضاء واربع عيون,0
4559,سبت البت الي بتحبها وجيت ترتبط بيا اه الي قلتلي شوفلك كلبه,1
4560,باقي البرزينتشن,0
4561,الله يلعنهم لعنه وقف,0
4562,زينه اعلانات زين,0
4563,,0
4564,الله يفضحكم بنات عز الله ماربيتم,1
4565,بعرف وحده جاينهم تعارف مشت كتبت الفيس انها اتخطبت وباركلو يومين الموضوع فرتق,0
4566,حايمه كبدي مكتبي اللي نفسيات مره ومودهم دايم ابوكلب,0
4567,تطلعنا ١ بنت الكلب,0
4568,واغسلوا سنانكم واشربوا اللبن ماتناموا ياماسريين,0
4569,الهوشششش,0
4570,بتوقيت كوريا عمر هوب خاصتنا جايهوب سنه عالميا سنه كوريا نتمنا عيد ميلاد سعيد,0
4571,تفشلت وانا مالي دخل,0
4572,وها الميديا ايه للتويتات علشان تحطها الفيس لبوستات الفيس علشان تحطها تويتر,0
4573,ايام مين ياعمي,0
4574,عمي انا اقول ماكو شي وكلام فاضي اكو شي جان وخلص الاخبار الاكيده والصح بالسناب لاتصدق ويعطيك العافيه ولاتاملون الناس وتعلقونهم واخر شي,0
4575,يصفعني امتحان واطيح ويوم توني بوقف يصفعني امتحان ثاني,0
4576,الواحد وين يحتفل وتانيب ضمير الدراسه وراه,0
4577,ابثرتونا مافتح برنامج الا بوجهي,0
4578,الناس منشني مريضه وتعبانه ومرهقه وهادها المرض وبمنشنات تردح ردح مافيها الا العافيه,0
4579,الانثا امتياز مرتبه الشرف عيل بقره هااااا,0
4580,الله يعافيك,0
4581,قطار الكتيبه الكبير يستطع ايجاد محمد ستجده انت الصحراء,0
4582,احترم فكره ان العتب يجي محبه والله عتاب يغثك ويمسح حسناتك,0
4583,الاخ ثامر يحاول اظهار جماله الداخلي,0
4584,عموما هاليمنيه تمثل نفسسها وماتمثل بناتنا وشوفاتنا ابداااا تمثل شاكلتها,0
4585,اسكب الخمر سلطنه الاسلام الوسطي العادل المتعايش اذا المملكه سوت اي شء طلعت غلطانه صحيح انك كلب المهم اذا خلصت نبح المملكه حاول تنصح بلادك وتستنكر وجود الخمر بترخيص الدوله لانه يفترض انك ماتعيب غلط الناس وانتم مسويين شء اعظم فهمت ياكلب,0
4586,اسوء غثيان الصبح وتقوم وتتغصب الفطور تبغاه,0
4587,مو صاحي وينه طالع,0
4588,هههههههههههههههه يوم الدين,0
4589,هههههههههههههههههههههههههههههههههههههه,0
4590,الجو هواء فا تراب صعب اوا,0
4591,والله اسلوبك الرخيص والواطي,0
4592,الشرهه ماهيب عليتس اللي يبيتس تشبعين,0
4593,وصحيت الم فضييييع,0
4594,اظهر وبان الامان,0
4595,حكايه عشق  ارخص ماعندك شرفك يهتك اقرب مز ههههههههههههههههههههه حياتك ماتسوا ريال,0
4596,مايلبسه الا ناقص,0
4597,فيلم دقاءق معدوده استغرق العمل شهرا فاز اضخم الجواءز والفيلم محادثه,0
4598,ههههههههههههههه انزين انزين بعديها هالمره والله باجر الساعه بكتب صباحكم انا واجوفك تقول انا اول,0
4599,يبقا تبا,0
4600,اكره صح وخطا,0
4601,نظاميين وتستر ودفع رشاوي تطبيق النظام اول يهرب الا مزبله التاريخ وناقل الخبر,0
4602,وانا رحت فين يااا كلباااهااا نسيتا الهاند الواحده الا مكنا بنخلعها,0
4603,افهم مقصدي الخوه دمعه ونوح مو خوه الضحكه الجذب تاليها مصطفا العيساوي,0
4604,يالله يالفانز المخفه لاتنسون تسوون هاشتاق تحتفلون بعيد ميلاد اوموت المعفن وتوصلونه ترند بلوووه مو فانز,0
4605,يرفس حروف والطباخه النتفه,0
4606,يعم اللي مطلعها اساسا انت نسيت هتتفع يعني هتتفع,0
4607,لقطه الجوع اللي بتيجي دي وتروح,0
4608,الواحد يفكر بعقل شوي ترا محاسبين والله هالسخافه وبعدين ترفعون تاق وش تغير شي زاد شي والله صرت استحي اني اقول هذول بنات السعوديه اجتمعت قله الادب والوقاحه,1
4609,يااغبيه اكتبوله الكلام الغبي ده خليه يحافظ الشكل العام للكمبرس,0
4610,دا مش حب يا حبيبا دا كنااافه,0
4611,اي حاجه الدنيا تتعوض عااادي ياعني الفلوس مشيت محدش هيعوضها,0
4612,عاااااد كثييييير كثيييير,0
4613,طيب اختارت موزمبيقيا  هههههه مطالبه راءحه مصالح شخصيه منافي للنزاهه المتوخاه مرفوضه صغير كنت ان خروف البربري يخلق ذكور كانوا يصدرون الذكور ويحرمون تصدير الاناث,0
4614,,0
4615,لحول الله الرجال استحا ماستحو لحول ولاقوه الابالله,0
4616,ويلي متنا وقردنا تكون عبدالله غفله,0
4617,ارتقو ياجماعه علشان ولد والله انكم مريضين الين بتجلسون منحطين,0
4618,اعوذ بالله قلتيها انتي اما انا الحمد لله علمت بوجودك,0
4619,خلصنا مرحله رحلات المدرسه وانا عمري صحيت متحمسه اشي,0
4620,والله انه مدرس ممتاز وطريقته راءعه مدري شفيه اختلفت لماذا يذوب السكر الماء اوكي انا غلطان غلط بسيط,0
4621,بتعيط اي,0
4622,اي والله تعدوا مرحله السخافه للاسف,0
4623,اللي انت عاوزه,0
4624,الضباب,0
4625,مخرج ترا صدعنا خذ جوله المنتجع سو خير,0
4626,اوهوووووو ميشو خل نتفاءل,0
4627,والله استفرغ ليهو,0
4628,تعرفت مءخرا صديقه مهايطيه كانت تشتري يوم كوكيز ب٢٠ريال تروح تفطر  وتجبرني اشتري وانا مصروفي ٢٠ ريال  مقدر اقولها مابي اضطر اقولها شبعت الكوكيز دعواتكم الله يفرقنا,0
4629,يله يابنات شوفوني كويس خقوا يعععععععععع قديمه الحركه,0
4630,الستوري منور بالشباب ماشاءالله طبعا نتحاسب بعدين يا ااحمد صورهم الا بو مشاعل,0
4631,مصر القرد السنابات سيبك الغطاء وكل كوكيز,0
4632,وصف بليييغ,0
4633,انفولو اسلوبك ساير زباله,0
4634,انتها وفشل خلاف الخليج الخاءن وارجعت الخنزيره البعض مشاهديها خذلتهم كذب القناه تدخل الصهاينه بيوتنا جديد قاطعوا الخنزيره  قناه الصهاينه المنطقه العربيه,1
4635,تنشد الحال  الحال,0
4636,خير ان شاء الله وش وضع البنات عندننا,0
4637,الحمدلله الذا عافانا,0
4638,يحسسون الواحد انهم كانو يصبحون ويمسون وجيه تشبه الجزم شدعوه اشغلوه,0
4639,يكفي كلام الفلسطيني,0
4640,ياكدابه انا لسه شايفاها رحلات مصر للطيران,0
4641,شو وقحه,0
4642,صوتك,0
4643,الدراما قاعده تتطور,0
4644,تكلم غاضب ستقول اعظم حديث تندم طوال حياتك حكمه,0
4645,يستاهلون سجن وغرامه وربي اذونا بمقاطعه واتس وتويتر وسناب,0
4646,بيم,0
4647,شكرا جابتها الجبهه انا مزمان واتابع عبدالقادر رفع ضغطي يصور سنابات ايش نسوي,0
4648,اللي صورته ودي ازين,0
4649,اخيرا قررت اعتبر الفراوله الحمضيات,0
4650,تغث وتلووع الجبد,0
4651,شكلها سفره ماحصلت احد جاد بجده,0
4652,نظريات,0
4653,البرد عايز يضيع عليا ايام حياتي لحد دلوقت يارب الشفا,0
4654,لاء ان شاء الله تبقا كويسه وتستقرا حل قريب,0
4655,بنشتغل عشان نجيب قروش نمشي بيها الشغل,0
4656,شكو تصور سناب وانت تسوق اهل وراك عيال ماتقول احرظ المتابعين الغلط,0
4657,ههههههههههههههههه حالتك مستعصيه ومتناقضه فالانسان مشتق النسيان لعدم النسيان والعفو الله لعباده وعباده لعباده وربي يخلق سيء اسءتي ووضعتي اساءتك خلق الكريم,0
4658,يا ربنا صبرني,0
4659,حركه الضفدع اللي صارت بالملعب,0
4660,لعبه الريال الاعاره فريق ثاني حطوه اساسي وبعدين يكررون غلطه موراتا وخاميس,0
4661,احتمال اروح الرياض اليوم,0
4662,ااااضرب,0
4663,ترا غثيتونا مكان طالع ارتقووو خلاص,0
4664,او اسوء,0
4665,انجبي,0
4666,النساوين ادوا معاناتي عياده الاسنان تخيلي اسابيع الحال قلت احسن شي نلبس سماعات نريح راسي التقصيص,0
4667,الله اللي اخترع تحديث سناب شات,0
4668,اللي تقول ليتني جاره حبيبي صاحيه انتي  فكري لازم يوم تمشطين شعرك,0
4669,اجمل ثلاث عبارات تحفيزيه للاردنيين تم ايداع الراتب تم تعليق الدراسه يخوان سدرين منسف ماعليهن ناس الاخيره دمااااااار,0
4670,تعبت خلاص مابيني احد بيشتريني ببلاش ويروح يبيع اعضاءي ويتكسب  بسرعه ارضا,0
4671,احب العوارض,0
4672,طفشانه مشتهيه ابي ناس تفتح النفس تعرف تسولف بليز الهمج اللحوج يكلمونن,0
4673,تم عصام اسفه يوسف,0
4674,يالله روح فقر طير اشوفك ترسل,0
4675,حالتي ربي بلاني اني موهوبه,0
4676,نصح المراكز الصيفيه عشر سنين بطلوووه ينفر الناس بدال مايقربهم العباده والطاعه,0
4677,تبرر فالناس تسمع تريد,0
4678,الحمدالله اتابع هالاشكال,0
4679,البنت تعشقني,0
4680,مءلم وجارح للمشاعر الاخلاقيه والانسانيه ويتحمل المبرر وزرا اكبر وزرهما لدعوته لاستمراء الفساد ونشره والتمويه لعدم الساءق غيرمعوق والسياره فخمه والفتاه صغيره عناقهاالساءق والمراه المرافقه السياره ولمذا التصوير الشارع يا حميضي,0
4681,اعتقد انك فالح شي  ترا التلقيح النباتات تعرف تلقح وانت الي بديت سالفه العمر وانت الي داخل منشنا قال اعرف القح قال يلا مناك,0
4682,اقبل بالتعدد غيوره,0
4683,مرده السحل شوارع الدوحه يد ابناءها الشرفاء يرتضوا العار والانبطاح للمجوس والترك الغزاه,1
4684,ابي سالب صغير مربرب او متين لبن او السويدي او البديعه والخاص مفتوح اللي يبغا يجي خاص او يجي سناب,0
4685,اخيس,0
4686,هيه يعرفوهن ذيلا سوالف البنات الي يبا يدخن يروح ورا الكليه حاشرين الممرات بالريحه,0
4687,سءال وجواب,0
4688,الله يلعنها ويلعن نوعيتها شوي وتبكي وتحضنه لابوك ولابو نوعيتك يالساقطه تبااااارك الرحمن تفو هالصوت المخيس والاسلوب الزق,1
4689,انا ماكره احد ابد انا كرهه لاني كنت مخلصه وصادقه شعوري لناس مايستحقون,0
4690,مب حاله قسم اسوا تنظيم شفته حياتي,0
4691,اللزقه والحنه والاهتمام المبالغ,0
4692,وششششششذا قسم بالله قلللللللله حيااااا شفاحه مقرفه,0
4693,القناه تافهه وسطحيه الظاهر ماعندهم شغل مشغله الا مظاهر الناس واشكالهم اسبوع جايبين الطفل يزن والحين جايبين سطحيه وتفاهه الاعلام وين واصل هالانحطاط وربي شي يفشل,5
4694,انا توي بدا صاحي نوم وهيك,0
4695,باقيله اقل وانا باقي خلصت شي,0
4696,ﯾﻌﻨﯽ اﻧﺖ ﺍﻣك ﺗﻌﺒﺖ ﻓيك ﺷﻬﻮﺭ ﻭﻓﺮﺣﺖ انها جابت ﻭﻟﺪ تروح انت ﺗﻌﻤﻞ اﮐﻮﻧﺖ باسم ﺑﻨﺖ,0
4697,مريضات,0
4698,الله يقلع البنات الي مافي وجههن حيا يمال القوم الي تاخذتس انتي وياها,1
4699,ياوعدا,0
4700,اني محاسب ومدقق حسابات والجماعه ضوجيني بهوايه شغلات هالقبيل انوب انت تجي تتفلسف,0
4701,تدرون طب بوجهي واحد حلو وربي استحي واطالع اي شي ثاني توصل اصوره وين عايشين,0
4702,قوموا صلوا خلاص,0
4703,مسوي يكتب خواطر وجهه الودر خواطره زينه الله ياخذه,0
4704,بالعافيه مااكل بحري,0
4705,الكارثه بحد وجوده الاعلام,0
4706,والله مقرف,0
4707,يهيب ياقلبج الخلااا,0
4708,انت ايش رايك تبي الاجانب تجلس قلبك والشباب السعودي عاطل يا الشايب جد انك ذكي,1
4709,اهان,0
4710,احوووووول,0
4711,توجهك ايتشي بحت اخوي محمد,0
4712,هانت يجماعه فاضل شهرين وفبراير يخلص,0
4713,اقول سالفه وانا متحمسه وبالاخير تقولي عيدي ماسمعت البس الشنطه العبايه اذا سولفت مره ثانيه ياغبيه,0
4714,اروح احفر قبري يعني يالله حسن الخاتمه,0
4715,الي يتكلم موضوع تبذير الماي قوم هز طولك ووقف المسخره الي المسيره والشارع تحن راسنا تويتر,0
4716,انتو اخر ناس تتكلمو العنف المدرسي نعرف نحمي اطفالنا ضرب المعلمين يا فاشلين تعرفو تشتغلو زين لغيتو قانون منع المعلم ضرب التلاميذ هزلت المدرسات مبسوطات لانه يقدرون يطلعو حرتهم الاطفال الادعاء العام موجود نحتاج,5
4717,تنهق الحمير,0
4718,تندفن معانا,0
4719,الموضوع التافه شيلوه الترند,0
4720,تحيه للطياريين ابداع,0
4721,فشلتونا انا براء مجتمع مقزز,1
4722,اجل المره الجاي لاتنسين ابو ذا الوجه,0
4723,التجاهل عباره وداع بطريقه قاتله يجعل مشاعرنا تتمزق ببطء,0
4724,مادري اشفيهم,0
4725,يارب كنت ثقيل احد  خلني قلبه لين يموت الحيوان,0
4726,متجمعين رجال اذا انسلخ الاستحياء المسلمه العفيفه يبقا الحياء,0
4727,تدورين حرش اقصد الغباء الكريه يارب فهمتي,0
4728,مسلسل غبي المقاييس يجييب الحمووضه,0
4729,الله يعينك سنه ثانيه,0
4730,يفعله الفرس سوريا شهاده للتاريخ اعداء للمسلميين وقتله ينتموا للدين اﻹسلامي بصله,1
4731,حلالكم,0
4732,صدق سماهم ضفادع,3
4733,انت وشيخك نعالي,0
4734,يبي تتعلمون الثقافه اول بعدين تتفلسفون مجموعه البقر,0
4735,وش تبين تحتكي بالحب الازهار الحزينه,0
4736,انااا سنجل وربنااااا,0
4737,والله كثرانين بشكل مقرف,0
4738,كميه التعب  والقرف اللي فيني شي,0
4739,سرقوا الكوره كيسكم يا طحالب,3
4740,يييعع اللي منشن وعلان تعلمه وش يسوي وش مايسوي خييير وش تحسين ترا فاهمه التشجيع غلط مو ناقص الا تجيبين ريموت وتحركينه ماتبين,0
4741,صديق يفشي كلامك وصديق يطعنك بظهرك وصديق ينقل كلامك اين الاخوه الحقيقه لاتوجد اخوه حقيقه الزمن دايم مظلوم اللي يصفي نيته احد ماقول الا ان شاء الله ربي يخذلهم خوتهم,0
4742,مبسوط انت,0
4743,كميه قرف التغريدات الله لايوريكم,0
4744,انا حرصت اشرح بشفافيه الله يهديها وتستوعب طريقه التكاثر البشري والانتساب اوضح شرحي مافي,0
4745,اكثر واحد احبه الي اخترع النظاره فعلا نعمه انا نظري ناقص اكثر النص الصوره ماتقدر تعبر معاناتي النظاره اشيل اللينسيز او النظاره فعلا مااشوف شي,0
4746,سمو تجيه اللغه العربيه خطر باءع بايع,0
4747,تعكر الصبح,0
4748,مفروض يكثفو الجهود العلميه ويخترعو مبيد بشري غرار المبيد الحشري الناس تحملها بقا صعب اوي والمشكله بيتكاثرو,0
4749,معلش,0
4750,الغلط عاااد,0
4751,بكره يجيك الاعلام الحالي لاهدف ولاثقافه ولاحياء ويحط راعي الكليجا مشاهير السعوديه والقدوه ويبدا صاحب الكليجا القصيمي اللي باب الله يبيع كليجا ينظر ويفصل المجتمع,0
4752,طب بذمتك ارد اقول ايه وترجعي تقولي حسدتيني,0
4753,ابي جاد نحيف ورياضي يقابل بينيع الان الخاصص مفتوووح,0
4754,صداع الدوام تشرب برميل قهوه ماراح,0
4755,مانرد الرجال وانت هههه,0
4756,هههههههههههههه,0
4757,قمه الاحراج لما حد يعطيك شي وانت تستحي وتقوله شكراا ويقل مب امسكه شوي لعنبو ابليسك يا كلب كسرت خاطري,0
4758,ياساتر,0
4759,يازبيد ياقوي,0
4760,المفروض ان محاضراتي مزاجي,0
4761,لاتصيرين متعصبه انتي  قولي ان حنا اقوا واقرب للكاس عادي,0
4762,الحمدالله احد بالراي بوستر مبتدي انه اعلاناته كانت حلوه وفخمه,0
4763,يا جماعه ابشركم اختبرت فيزياء وجبت العيد رمضان,0
4764,هفوقك,0
4765,غلط ياناس تصحوني ونا نايم,0
4766,صصوتتتتتتهه وووعععععع شوفي شكل عز,0
4767,زلايب,0
4768,رجعت حليمه لعادتها القديمه قال ايش قال ريدوت الحمدالله المقطع موثق فكني الاغبياء واسالتهم الان,0
4769,رجاء انت خلك انا نتفاهم,0
4770,شتبين الحب مالي,0
4771,مجتمع فاضي وعقول سخيفه وانحطاط الفكر والاخلاق,1
4772,يلعن شكله تشانيول خير يسوي ببيكهيون  مو كانه غلطان هوا,0
4773,احلا نوم المحاضره ده ايه معماريات زفت,0
4774,اكره نوعيه البنات الي تستحقر البنت  عشان اصلها لونها شكلها حالتها الماديه ياعزيزتي ترا تراب لتراب ياتراب تراب,1
4775,ليش راعي معاصي هااه,0
4776,احمد ربي اكرمني بالغاء متابعتك بدري صرت تتميلح وتبحث الشهره واتجهت الليبراليه ياانك غثيث بشكل طبيعي,3
4777,الاجواء الحلوه ودك يكملها الفيحاء ويفوز الاسد الاخضر,0
4778,متفگرش هتصيب هتخيب گله ف الاخر نصيب المهم اامشيها صح وسيب لربنا الترتيب,0
4779,طز براحته يلبس البدله مايلبسهاش مالكوش خليكوا حيرانين كده,0
4780,وايد ترمس وسرت قفلت الموبايل قلت يمكن يتصكر الابلكيشن بالعاااافيه,0
4781,البهيمه جت تتكلم,0
4782,ريحه الورق عنب,0
4783,رتويت حبيبتي وحياتي انا وصلت السعوديه جده بشارع فلسطيني اول فيديو انا وعبير جده اححح,0
4784,بسم الله ماشاءالله غطو شغله المباحث  بالله اذا يقدرون يجيبون اسءله اختبار القدرات,0
4785,الصمرقع مو زي تقولي جبتي اي صداع احنا نقول جبتي صمرقع زي الصداع زي كدا,0
4786,حسابه ينرفزني يحسب ويضحك اذا سفل بالبنات مرييض,0
4787,خلاااااااص غثيتوا اهلنا غباء,0
4788,الله الناس الكريهين دايم يعرفون,0
4789,وبستغرب عطرك يفوح منغير وجودك انتي مستحميه بصابونه كامي صح,0
4790,اصبحت محاربه قيم مبادء عادات تقاليد وهويه وخصوصيه المجتمع موضه التمرد حريه الخروج النص ثقافه فكر تبا بقدر شوهتوا المفردات معانيها,0
4791,تلومني تغيرت عطيتك ماعندي واهملتني,0
4792,الصوره اكبر تاريخك ياطحلب,3
4793,وهاشتااق لاااكذاااا اووووفر واللي يقولون حرام مسكين متضاايق الا بالعكس مبسووط والا يمديه ماعاد يجي ويفكنا الاكشن والترزز وقله الحياا اللي صاايره,0
4794,يمه منتس السيره الذاتيه بالكامل,0
4795,حبيييييت,0
4796,كاميره ساهر قصدك الله يسامحك  لسببين ارد قلبك ابيض ونيتك سلميه  احتاج ابرر شي توبه اعلق خلاص اعتقد تصدقين الاخيره,0
4797,٧٨ خنزير خبر مفرح,0
4798,بنات المتوسطه مشكله الوحده تبلغ تقعد تمحن طول راحن اللي يتدرجن بالصياعه,1
4799,كرهت المسلسل خلاص معفن ياخي,0
4800,مالي خلق اتخالط ويا الناس مالي خلق اي شي ودي اعيش لحالي وبعيد الكل,0
4801,ياشينه الشارع,0
4802,يارباااااه زين والله طلعتي تستوعبين انا قلت يابت العيد,0
4803,احلا طلعتي ربات البيوت حسبتك بالثانويه,0
4804,انا اول اصحا النوم اجلس مءدب احد سبني اتكلم ب لغه العيون لين الله يفرجها وتشبك الفيوز وامردغه,0
